,OR,IC95_inf,IC95_sup,p_value
com_02,1.7869694527353657,1.5416019649549308,2.0713906038013437,1.3238167193353804e-14
com_01,1.676424811160014,1.354971296228392,2.0741399875375457,1.9669005954390717e-06
com_04,1.1053905615919173,0.9242868934202634,1.321979465850669,0.27240193228517806
com_06,1.0100358226743738,0.8621605790399725,1.1832741926352919,0.9016020703581649
com_09,1.0028070768989026,0.8961162283233589,1.1222004486628359,0.9610458587263508
com_08,0.9596914898409058,0.8463703599699148,1.08818526644269,0.52103232150356
com_07,0.9497854274179177,0.832423668667972,1.0836937872981762,0.44392666513293244
com_05,0.8768439867519833,0.7591341557651669,1.0128056698070012,0.07394472244823401
com_03,0.8334999582229178,0.7062374571344827,0.9836948937491936,0.03120586113585336
